payment_id,order_id,payment_date,payment_method,amount,currency
PAY007333,ORD000883,2023-06-19,Wallet,3765.85,USD
PAY007334,ORD001359,1993/02/04,Wallet,4247.64,EUR
PAY007335,ORD004435,2025-04-22,UPI,,USD
PAY007336,ORD004144,1974/08/30,Debit Card,1182.52,USD
PAY007337,ORD003091,2024-12-19,Debit Card,1144.96,GBP
PAY007338,ORD002657,1996/02/15,Wallet,3725.73,EUR
PAY007339,ORD004194,2017/11/05,UPI,3354.32,INR
PAY007340,ORD003414,2001/05/23,Wallet,180.81,USD
PAY007341,ORD003576,2023-08-18,Net Banking,54.75,INR
PAY007342,ORD002501,2024-10-13,Net Banking,,USD
PAY007343,ORD002510,2023-09-10,UPI,2847.23,USD
PAY007344,ORD001879,2025-04-01,UPI,2793.12,EUR
PAY007345,ORD001526,1981/08/11,Net Banking,2490.41,USD
PAY007346,ORD000439,2023-11-01,Net Banking,1168.75,INR
PAY007347,ORD000481,2025-07-22,Wallet,929.88,USD
PAY007348,ORD002479,2025-02-23,Wallet,2755.12,USD
PAY007349,ORD004699,2025-02-18,Net Banking,1722.08,INR
PAY007350,ORD004166,2024-02-08,Wallet,3423.72,INR
PAY007351,ORD000107,2024-12-31,Wallet,2068.42,EUR
PAY007352,ORD000390,2020/10/11,Net Banking,1588.15,INR
PAY007353,ORD002199,2023-04-22,Debit Card,2050.43,INR
PAY007354,ORD001886,2023-11-09,Wallet,1935.78,EUR
PAY007355,ORD003671,2024-07-25,Debit Card,2730.24,GBP
PAY007356,ORD004769,2025-02-22,Net Banking,3061.23,GBP
PAY007357,ORD002162,2024-07-09,Wallet,3521.93,EUR
PAY007358,ORD000421,2023-04-22,Wallet,72.1,USD
PAY007359,ORD002758,2023-11-25,Net Banking,1792.79,GBP
PAY007360,ORD000051,2024-05-31,Debit Card,67.58,EUR
PAY007361,ORD004666,2024-02-15,Wallet,,GBP
PAY007362,ORD002052,2024-10-25,Debit Card,2507.34,INR
PAY007363,ORD002049,2024-04-06,Debit Card,4104.82,EUR
PAY007364,ORD001137,2025-01-21,Wallet,1368.41,USD
PAY007365,ORD003776,2024-12-22,Wallet,2438.51,USD
PAY007366,ORD002746,2023-06-16,UPI,622.26,GBP
PAY007367,ORD003552,2024-09-11,Wallet,2938.93,INR
PAY007368,ORD000320,2023-06-14,Net Banking,4312.75,INR
PAY007369,ORD001196,2025-08-21,Wallet,4217.19,EUR
PAY007370,ORD000853,2023-10-18,Net Banking,1671.43,INR
PAY007371,ORD001103,2006/08/24,UPI,,EUR
PAY007372,ORD001494,2025-01-02,Debit Card,3386.82,USD
PAY007373,ORD004290,2025-01-19,Wallet,4858.9,GBP
PAY007374,ORD003161,2023-11-27,Wallet,2092.67,GBP
PAY007375,ORD001999,2024-03-25,Net Banking,2334.85,GBP
PAY007376,ORD002421,2022-12-16,Debit Card,4332.17,GBP
PAY007377,ORD004963,2022-09-29,Wallet,1369.96,GBP
PAY007378,ORD002306,2025-02-13,Net Banking,2423.07,EUR
PAY007379,ORD003375,2023-03-29,Debit Card,37.38,EUR
PAY007380,ORD000423,2024-02-03,Debit Card,1482.04,INR
PAY007381,ORD001538,2024-04-19,Net Banking,1675.15,INR
PAY007382,ORD000320,2022-09-20,Credit Card,674.25,EUR
PAY007383,ORD004234,2006/02/03,Debit Card,1544.37,INR
PAY007384,ORD002606,2020/10/11,Net Banking,,USD
PAY007385,ORD001410,2024-07-31,Wallet,1941.38,USD
PAY007386,ORD000723,2023-12-21,Net Banking,1986.69,GBP
PAY007387,ORD003233,2023-04-15,Debit Card,1606.28,EUR
PAY007388,ORD000120,2025-08-24,Debit Card,910.92,GBP
PAY007389,ORD000539,2023-10-28,UPI,4323.22,INR
PAY007390,ORD004467,2024-10-28,Net Banking,4172.36,GBP
PAY007391,ORD003160,2025-01-08,Credit Card,4149.74,INR
PAY007392,ORD004120,2024-12-22,Wallet,2582.06,USD
PAY007393,ORD004855,2023-06-28,Debit Card,3775.84,GBP
PAY007394,ORD001138,2022-10-01,Debit Card,2013.84,EUR
PAY007395,ORD000776,2023-06-17,UPI,1576.39,USD
PAY007396,ORD000243,2024-01-25,Credit Card,4663.67,GBP
PAY007397,ORD003995,2025-05-29,Debit Card,724.12,EUR
PAY007398,ORD002364,2024-08-15,UPI,,INR
PAY007399,ORD001170,2025-08-13,UPI,775.7,EUR
PAY007400,ORD003353,2025-08-23,UPI,1319.28,GBP
PAY007401,ORD003754,2023-09-08,UPI,4086.72,GBP
PAY007402,ORD004826,2024-08-13,Credit Card,2836.6,GBP
PAY007403,ORD004566,2024-08-14,UPI,1778.72,EUR
PAY007404,ORD004591,2023-09-09,Net Banking,4052.49,USD
PAY007405,ORD003028,2024-08-11,Wallet,3268.76,GBP
PAY007406,ORD000502,2024-12-15,UPI,2908.06,GBP
PAY007407,ORD000762,1978/05/18,UPI,4515.27,USD
PAY007408,ORD004174,2024-06-29,UPI,949.69,GBP
PAY007409,ORD003181,1983/08/11,Wallet,431.41,USD
PAY007410,ORD002417,2025-03-25,Credit Card,2734.21,GBP
PAY007411,ORD000446,2015/05/20,Credit Card,2044.88,INR
PAY007412,ORD003392,2025-06-04,Net Banking,4276.43,GBP
PAY007413,ORD004790,1977/02/02,Debit Card,3337.25,USD
PAY007414,ORD001425,1985/12/18,Net Banking,1246.73,EUR
PAY007415,ORD003384,2025-02-23,Wallet,2669.76,GBP
PAY007416,ORD000044,2023-02-26,Debit Card,1623.14,INR
PAY007417,ORD000883,2025-02-03,Credit Card,80.09,GBP
PAY007418,ORD002056,2023-05-19,Debit Card,4936.82,GBP
PAY007419,ORD003287,2024-01-27,Credit Card,2896.33,USD
PAY007420,ORD004313,2023-07-04,UPI,2218.28,INR
PAY007421,ORD000813,2024-11-25,Net Banking,1426.93,USD
PAY007422,ORD001373,2024-03-24,Wallet,4652.37,USD
PAY007423,ORD004723,2025-04-22,UPI,2849.87,GBP
PAY007424,ORD000453,2024-09-17,Credit Card,771.16,USD
PAY007425,ORD002937,1989/05/21,UPI,304.51,USD
PAY007426,ORD002320,2025-03-15,Wallet,,USD
PAY007427,ORD003156,2024-06-18,Net Banking,4577.55,INR
PAY007428,ORD002336,2022-09-16,Net Banking,189.44,EUR
PAY007429,ORD003458,2023-09-03,Wallet,,USD
PAY007430,ORD000065,2025-05-27,Net Banking,4176.13,USD
PAY007431,ORD003488,2025-04-26,Wallet,4744.08,INR
PAY007432,ORD004593,2025-04-29,Credit Card,1162.55,USD
PAY007433,ORD004118,2025-08-23,Debit Card,204.65,GBP
PAY007434,ORD002941,2025-01-14,Credit Card,913.28,INR
PAY007435,ORD003129,2025-07-30,Wallet,3556.34,GBP
PAY007436,ORD002946,2022-09-07,Debit Card,3325.15,GBP
PAY007437,ORD003845,2024-02-01,Net Banking,3635.33,USD
PAY007438,ORD002595,2024/01/14,Credit Card,2531.08,GBP
PAY007439,ORD001620,2024-10-12,Net Banking,3712.18,EUR
PAY007440,ORD001314,2023-04-20,Wallet,3214.66,USD
PAY007441,ORD000894,2025-01-25,Net Banking,3447.26,INR
PAY007442,ORD003151,2023-06-08,Net Banking,1241.2,INR
PAY007443,ORD002949,2025-01-02,Net Banking,1687.75,GBP
PAY007444,ORD002517,2025-01-10,UPI,2662.3,INR
PAY007445,ORD001072,2023-06-27,Credit Card,173.51,USD
PAY007446,ORD001450,2024-10-22,UPI,3146.82,EUR
PAY007447,ORD000145,2023-09-25,Credit Card,4434.77,INR
PAY007448,ORD000305,2025-06-04,Net Banking,2432.36,USD
PAY007449,ORD003324,2025-03-21,Debit Card,2734.3,GBP
PAY007450,ORD002622,2024-11-05,Wallet,4521.92,GBP
PAY007451,ORD003303,2022-09-17,Wallet,4491.42,INR
PAY007452,ORD004588,2023-12-13,Debit Card,2363.44,EUR
PAY007453,ORD003947,2023-03-12,Credit Card,321.46,USD
PAY007454,ORD001136,2024-12-15,Debit Card,1284.23,GBP
PAY007455,ORD004023,2023-01-26,UPI,,GBP
PAY007456,ORD003143,2023-07-25,Net Banking,4808.24,INR
PAY007457,ORD000131,2024-03-18,UPI,4221.03,GBP
PAY007458,ORD002340,2023-07-22,UPI,,USD
PAY007459,ORD003493,2024-06-10,Credit Card,1175.05,INR
PAY007460,ORD004964,2022-12-31,UPI,2760.04,GBP
PAY007461,ORD002772,2023-08-22,UPI,4997.89,INR
PAY007462,ORD001502,2023-03-28,Debit Card,3444.41,GBP
PAY007463,ORD004843,2022-09-16,Wallet,1981.85,EUR
PAY007464,ORD004787,2024-10-26,UPI,3883.2,GBP
PAY007465,ORD001022,1979/12/22,Net Banking,,EUR
PAY007466,ORD001649,2025-03-16,Net Banking,584.52,INR
PAY007467,ORD001287,2025-08-01,UPI,559.35,INR
PAY007468,ORD001772,2025-03-10,Debit Card,,GBP
PAY007469,ORD001887,2022-09-03,UPI,,GBP
PAY007470,ORD002383,2023-06-02,Debit Card,2378.77,GBP
PAY007471,ORD004086,2024-08-23,Credit Card,3703.98,EUR
PAY007472,ORD000399,2022-11-15,Wallet,4556.72,EUR
PAY007473,ORD002421,2024-09-11,Credit Card,3826.18,EUR
PAY007474,ORD002068,2025-07-06,Net Banking,2275.38,GBP
PAY007475,ORD000259,2024-07-01,Net Banking,3572.06,USD
PAY007476,ORD001539,2023-09-01,Net Banking,1796.12,EUR
PAY007477,ORD004616,1982/05/02,Net Banking,2124.25,USD
PAY007478,ORD001983,2024-03-06,Wallet,3228.26,EUR
PAY007479,ORD004210,1972/12/01,Debit Card,628.07,USD
PAY007480,ORD001662,2022-10-31,Wallet,2393.55,GBP
PAY007481,ORD004253,2016/03/15,UPI,2293.25,GBP
PAY007482,ORD003480,2023-12-06,Debit Card,3192.3,EUR
PAY007483,ORD004975,2025-03-16,Credit Card,3587.33,INR
PAY007484,ORD002175,2023-01-04,Net Banking,4677.15,GBP
PAY007485,ORD003667,2024-09-26,Debit Card,199.82,GBP
PAY007486,ORD002242,2023-11-26,Debit Card,2474.38,INR
PAY007487,ORD002610,2000/09/06,Net Banking,4611.26,GBP
PAY007488,ORD003553,2024-05-07,Credit Card,2116.23,EUR
PAY007489,ORD002351,2024-02-23,Net Banking,322.65,EUR
PAY007490,ORD003158,2025-03-12,Debit Card,2866.13,INR
PAY007491,ORD003375,1998/08/03,Wallet,1003.89,USD
PAY007492,ORD003580,2024-04-14,Credit Card,1207.74,INR
PAY007493,ORD002354,2024-12-14,Net Banking,94.06,USD
PAY007494,ORD002235,2022-09-07,Wallet,4704.32,USD
PAY007495,ORD003463,2025-01-23,Debit Card,,EUR
PAY007496,ORD004329,2025-05-14,Credit Card,2654.15,USD
PAY007497,ORD001031,1980/05/20,Wallet,2093.38,USD
PAY007498,ORD003489,2023-07-18,Credit Card,4301.1,INR
PAY007499,ORD003609,2024-11-15,Debit Card,888.05,INR
PAY007500,ORD000310,1999/05/20,Wallet,3069.89,EUR
PAY007501,ORD001009,2024-01-06,Credit Card,784.05,USD
PAY007502,ORD000780,2023-08-06,Net Banking,3740.51,INR
PAY007503,ORD002699,2023-06-20,Wallet,2512.3,INR
PAY007504,ORD003181,2023-10-17,Credit Card,2742.52,EUR
PAY007505,ORD003044,2023-05-31,Debit Card,3249.97,EUR
PAY007506,ORD001769,2025-03-16,Credit Card,2729.11,GBP
PAY007507,ORD001939,2024-08-16,Wallet,3840.04,INR
PAY007508,ORD003876,2024-12-07,Net Banking,3052.08,INR
PAY007509,ORD001436,2016/01/24,Credit Card,1672.78,USD
PAY007510,ORD003241,2023-01-21,Debit Card,3247.92,GBP
PAY007511,ORD000962,2023-06-14,Wallet,,EUR
PAY007512,ORD004354,2025-04-10,Debit Card,59.87,INR
PAY007513,ORD000199,2023-05-06,Debit Card,,USD
PAY007514,ORD000104,2025-07-18,UPI,1671.14,INR
PAY007515,ORD004268,2025-05-18,Credit Card,3403.94,EUR
PAY007516,ORD001085,2023-06-08,Net Banking,573.25,INR
PAY007517,ORD000342,2024-07-07,UPI,1979.45,USD
PAY007518,ORD000826,2022-12-28,Wallet,4675.65,INR
PAY007519,ORD001352,2022-10-24,Credit Card,4376.14,INR
PAY007520,ORD003904,2025-05-26,UPI,1655.7,EUR
PAY007521,ORD003401,2024-08-06,Debit Card,2386.98,GBP
PAY007522,ORD004127,2023-05-17,Wallet,2203.33,EUR
PAY007523,ORD002795,2024-03-06,Wallet,4564.51,USD
PAY007524,ORD001774,2023-01-15,Wallet,3115.93,INR
PAY007525,ORD002162,2025-07-21,Net Banking,669.69,USD
PAY007526,ORD004566,2025-08-12,Debit Card,1567.16,USD
PAY007527,ORD003000,2022-11-16,UPI,1128.95,EUR
PAY007528,ORD001354,2002/10/30,UPI,1544.04,GBP
PAY007529,ORD000903,2025-01-19,UPI,1414.35,INR
PAY007530,ORD000534,2023-04-23,Debit Card,3348.68,GBP
PAY007531,ORD003601,2025-02-09,Net Banking,2302.6,EUR
PAY007532,ORD004347,2023-10-22,Net Banking,4582.31,EUR
PAY007533,ORD002293,2023-11-15,Credit Card,2701.04,INR
PAY007534,ORD004064,2023-11-10,Credit Card,2063.23,USD
PAY007535,ORD003395,2024-03-10,UPI,1743.01,INR
PAY007536,ORD003731,2024/08/08,Wallet,1630.72,EUR
PAY007537,ORD001010,2025-06-01,Wallet,3508.31,GBP
PAY007538,ORD002509,2025-03-07,Net Banking,4286.88,USD
PAY007539,ORD000576,2022-10-20,Debit Card,3074.82,INR
PAY007540,ORD001186,2023-05-12,UPI,1169.81,EUR
PAY007541,ORD001047,2024-06-12,UPI,3954.17,GBP
PAY007542,ORD002441,2024-03-11,Net Banking,4276.58,EUR
PAY007543,ORD004670,2025-03-28,UPI,4091.05,USD
PAY007544,ORD002031,2022-09-12,Wallet,,GBP
PAY007545,ORD004522,2023-10-09,Net Banking,1120.03,USD
PAY007546,ORD001116,2024-04-08,Net Banking,852.81,INR
PAY007547,ORD004769,2024-05-20,Credit Card,2265.51,INR
PAY007548,ORD003475,2023-11-18,Net Banking,2189.7,GBP
PAY007549,ORD000516,2012/08/31,Wallet,793.35,INR
PAY007550,ORD003706,2023-01-17,UPI,4732.99,GBP
PAY007551,ORD000173,2025-08-24,Credit Card,2389.67,GBP
PAY007552,ORD003346,1990/03/30,Wallet,1897.75,INR
PAY007553,ORD000252,2025-05-21,Credit Card,4804.09,USD
PAY007554,ORD000459,2024-06-11,Credit Card,576.87,GBP
PAY007555,ORD002141,2024-03-20,Net Banking,,INR
PAY007556,ORD003123,2023-06-12,Credit Card,1693.09,GBP
PAY007557,ORD004383,2000/06/16,UPI,579.49,EUR
PAY007558,ORD004023,2022-11-03,Debit Card,1272.4,GBP
PAY007559,ORD001946,2025-08-09,UPI,1575.27,INR
PAY007560,ORD000786,2025-07-12,Debit Card,811.05,USD
PAY007561,ORD000024,2024-01-30,Wallet,2314.32,EUR
PAY007562,ORD002726,2023-11-15,Net Banking,4908.05,GBP
PAY007563,ORD002861,2022-12-17,UPI,374.58,INR
PAY007564,ORD003218,2015/03/07,Credit Card,2509.2,USD
PAY007565,ORD000526,2023-11-22,UPI,4873.7,EUR
PAY007566,ORD002388,2024-04-16,UPI,3483.24,EUR
PAY007567,ORD001588,2024-09-16,Wallet,587.27,USD
PAY007568,ORD000303,1994/11/22,Debit Card,3604.14,EUR
PAY007569,ORD004483,2025-01-24,Credit Card,4942.1,EUR
PAY007570,ORD002736,2022-10-09,Net Banking,3213.03,GBP
PAY007571,ORD001468,2024-03-21,Net Banking,3438.81,EUR
PAY007572,ORD000373,2023-08-30,UPI,4169.36,GBP
PAY007573,ORD002233,1992/10/06,UPI,700.08,USD
PAY007574,ORD000095,2022-12-09,Wallet,614.13,EUR
PAY007575,ORD000011,2023-07-24,Net Banking,517.11,INR
PAY007576,ORD002449,2024-10-30,UPI,2282.91,GBP
PAY007577,ORD004661,2022-10-19,Debit Card,3425.44,GBP
PAY007578,ORD001000,2024-05-05,Debit Card,2979.28,INR
PAY007579,ORD000223,2024-04-17,Wallet,1435.84,INR
PAY007580,ORD002664,2024-11-02,Credit Card,367.1,INR
PAY007581,ORD003715,2023-09-18,Wallet,3915.32,USD
PAY007582,ORD002162,2022-10-08,Credit Card,223.02,GBP
PAY007583,ORD001162,2024-08-16,UPI,273.24,USD
PAY007584,ORD001800,2023-01-07,Debit Card,2167.08,GBP
PAY007585,ORD004271,2025-04-26,UPI,3911.84,USD
PAY007586,ORD000575,2024-03-19,Net Banking,4621.4,GBP
PAY007587,ORD003485,2023-09-10,Credit Card,1127.88,USD
PAY007588,ORD003812,2022-10-01,Wallet,3106.31,GBP
PAY007589,ORD003936,2025-06-07,Net Banking,1779.24,GBP
PAY007590,ORD001169,2023-09-29,Net Banking,2274.47,GBP
PAY007591,ORD001861,2023-03-06,Debit Card,1816.13,INR
PAY007592,ORD000499,2024-09-04,Wallet,1247.9,USD
PAY007593,ORD000081,2025-07-23,Wallet,2226.83,GBP
PAY007594,ORD003557,1976/11/12,UPI,1880.85,USD
PAY007595,ORD002120,2024-10-16,UPI,3275.68,INR
PAY007596,ORD003395,2024-07-25,Credit Card,,INR
PAY007597,ORD002440,2023-03-28,Credit Card,2328.59,INR
PAY007598,ORD004549,2023-01-01,Debit Card,3103.38,GBP
PAY007599,ORD000140,2023-02-10,Debit Card,3274.45,GBP
PAY007600,ORD000824,2023-09-04,Wallet,2433.06,INR
PAY007601,ORD002878,2023-11-01,Debit Card,288.5,INR
PAY007602,ORD003905,2024-03-31,Wallet,1754.98,USD
PAY007603,ORD004998,1998/07/19,Wallet,957.78,EUR
PAY007604,ORD003788,2022-10-07,Debit Card,512.75,EUR
PAY007605,ORD002310,2009/02/14,Wallet,4372.53,EUR
PAY007606,ORD001740,2011/10/28,UPI,4746.21,GBP
PAY007607,ORD004166,2023-10-26,Debit Card,3147.72,EUR
PAY007608,ORD002846,2015/12/23,Net Banking,527.25,INR
PAY007609,ORD000441,2023-08-03,Credit Card,4265.97,GBP
PAY007610,ORD002620,2022-09-05,Debit Card,1850.89,GBP
PAY007611,ORD000184,2022-10-03,Credit Card,3217.6,INR
PAY007612,ORD004297,2025-02-08,Debit Card,2491.45,USD
PAY007613,ORD003149,2023-08-11,Credit Card,4261.54,USD
PAY007614,ORD002629,2024-10-30,UPI,4514.69,USD
PAY007615,ORD002548,2025-04-07,UPI,3502.21,EUR
PAY007616,ORD001939,2025-02-13,Debit Card,929.08,USD
PAY007617,ORD003113,2023-04-05,Wallet,4755.01,EUR
PAY007618,ORD001320,2022-11-06,Debit Card,2733.67,GBP
PAY007619,ORD004529,2024-08-16,Net Banking,4647.64,INR
PAY007620,ORD001308,2023-04-18,Debit Card,,INR
PAY007621,ORD002583,2023-02-02,UPI,3330.26,EUR
PAY007622,ORD000981,2025-04-29,Net Banking,4686.78,INR
PAY007623,ORD000139,2023-04-08,Wallet,,GBP
PAY007624,ORD003673,2023-10-19,Wallet,3680.65,EUR
PAY007625,ORD001128,2024-05-27,Net Banking,3733.78,USD
PAY007626,ORD002994,2022-12-08,Wallet,463.92,EUR
PAY007627,ORD003965,2023-11-05,Credit Card,1967.81,INR
PAY007628,ORD001499,2022-09-04,Net Banking,2766.74,EUR
PAY007629,ORD003475,2024-07-05,UPI,791.35,INR
PAY007630,ORD000393,2024-12-02,Net Banking,1924.53,EUR
PAY007631,ORD002490,2023-11-23,Wallet,1234.87,INR
PAY007632,ORD001015,2025-05-05,Net Banking,574.04,EUR
PAY007633,ORD002310,1974/02/05,Debit Card,3529.99,EUR
PAY007634,ORD001717,2024-11-05,Net Banking,856.96,EUR
PAY007635,ORD002925,2023-01-13,Credit Card,3384.28,EUR
PAY007636,ORD002640,2024-05-06,Wallet,2232.74,USD
PAY007637,ORD003252,2023-03-23,Net Banking,512.17,USD
PAY007638,ORD003577,2024-12-26,UPI,4233.0,INR
PAY007639,ORD000544,2024-06-01,Net Banking,1899.73,INR
PAY007640,ORD000409,2024-10-02,Wallet,3243.06,GBP
PAY007641,ORD001119,2025-02-19,Credit Card,808.31,EUR
PAY007642,ORD002491,2023-01-19,Credit Card,1315.32,INR
PAY007643,ORD000370,2024-02-10,UPI,331.95,GBP
PAY007644,ORD000960,2024-02-07,Wallet,135.43,INR
PAY007645,ORD003772,2023-07-07,Net Banking,,USD
PAY007646,ORD001058,2023-01-04,UPI,4111.25,USD
PAY007647,ORD003192,2024-04-01,Credit Card,4735.67,USD
PAY007648,ORD002393,2023-06-15,Net Banking,135.48,GBP
PAY007649,ORD001631,2024-04-25,UPI,705.84,USD
PAY007650,ORD004403,2022-12-23,UPI,443.06,GBP
PAY007651,ORD004853,2022-12-21,UPI,3945.79,EUR
PAY007652,ORD000513,2025-06-26,UPI,3684.51,EUR
PAY007653,ORD001360,2023-06-13,Credit Card,3245.68,GBP
PAY007654,ORD001616,2023-05-18,Net Banking,1456.42,USD
PAY007655,ORD000642,2025-04-25,Wallet,2124.54,INR
PAY007656,ORD003360,2023-05-03,Wallet,3054.35,GBP
PAY007657,ORD004392,2025-02-23,Debit Card,2169.08,INR
PAY007658,ORD001560,2024-05-29,Debit Card,3215.76,USD
PAY007659,ORD004576,2023-12-15,Debit Card,3211.07,GBP
PAY007660,ORD003726,1998/12/31,Debit Card,3632.8,GBP
PAY007661,ORD004850,2024-12-08,Wallet,1477.61,USD
PAY007662,ORD001268,2025-02-09,Net Banking,3566.09,GBP
PAY007663,ORD001765,2024-09-28,UPI,3535.24,GBP
PAY007664,ORD001415,2023-02-20,Wallet,2681.57,GBP
PAY007665,ORD002286,2024-01-03,UPI,,INR
PAY007666,ORD001752,2025-04-03,UPI,2420.17,INR
PAY007667,ORD003754,2005/06/19,UPI,4066.27,USD
PAY007668,ORD004633,2023-01-15,Credit Card,3656.51,INR
PAY007669,ORD004421,2024-11-15,Wallet,2438.49,INR
PAY007670,ORD001565,1980/09/22,Credit Card,363.14,INR
PAY007671,ORD002579,2022-11-25,Net Banking,4624.38,GBP
PAY007672,ORD002759,2024-11-04,Wallet,2218.13,EUR
PAY007673,ORD003584,1977/09/21,UPI,614.27,INR
PAY007674,ORD003378,2022-10-31,Net Banking,1220.83,GBP
PAY007675,ORD001695,2022-10-31,Wallet,2483.1,EUR
PAY007676,ORD003642,2024-07-15,UPI,2909.37,EUR
PAY007677,ORD001220,2023-03-31,Net Banking,4088.38,GBP
PAY007678,ORD002030,2015/01/21,Wallet,2828.57,USD
PAY007679,ORD004739,2024-02-04,UPI,1837.13,USD
PAY007680,ORD002758,2023-10-14,Net Banking,1997.4,USD
PAY007681,ORD001475,2024-08-16,UPI,3769.12,GBP
PAY007682,ORD004362,1989/04/15,Credit Card,2482.5,GBP
PAY007683,ORD000271,2023-06-02,Credit Card,215.99,EUR
PAY007684,ORD002071,2013/05/22,UPI,3378.81,EUR
PAY007685,ORD000549,2024-12-03,Debit Card,2990.97,INR
PAY007686,ORD002567,2025-04-08,Net Banking,,INR
PAY007687,ORD000752,2024-11-04,UPI,3654.66,INR
PAY007688,ORD003450,2023-09-01,Net Banking,2605.15,USD
PAY007689,ORD001714,2022-09-21,Net Banking,475.81,EUR
PAY007690,ORD000989,2023-05-15,Wallet,4522.86,EUR
PAY007691,ORD001973,2022-10-19,Credit Card,522.45,USD
PAY007692,ORD000020,2023-03-04,Credit Card,4754.67,USD
PAY007693,ORD000630,2024-02-16,Wallet,2292.4,GBP
PAY007694,ORD004340,2024-04-16,Debit Card,1934.98,EUR
PAY007695,ORD001364,2023-03-16,Wallet,2130.74,GBP
PAY007696,ORD000178,2023-06-06,Debit Card,4107.81,INR
PAY007697,ORD003130,2025-05-12,Wallet,2001.65,INR
PAY007698,ORD000711,2024-12-12,Debit Card,3465.69,GBP
PAY007699,ORD001662,2025-04-07,Credit Card,1610.67,INR
PAY007700,ORD003064,2023-04-27,UPI,2181.09,INR
PAY007701,ORD004755,2024-08-23,Net Banking,4718.33,GBP
PAY007702,ORD000220,2023-12-16,UPI,656.66,INR
PAY007703,ORD001239,2024-08-24,UPI,1840.97,EUR
PAY007704,ORD004106,2023-12-02,Debit Card,4628.41,USD
PAY007705,ORD004845,2023-10-30,Wallet,4655.81,GBP
PAY007706,ORD001533,2024-06-19,UPI,2355.98,USD
PAY007707,ORD002417,2023-09-20,Credit Card,800.94,USD
PAY007708,ORD002523,2025-07-11,Net Banking,1489.17,INR
PAY007709,ORD003782,2024-05-19,UPI,2027.51,INR
PAY007710,ORD004479,2023-02-01,Wallet,1698.82,EUR
PAY007711,ORD000336,2023-08-25,Credit Card,673.57,USD
PAY007712,ORD003347,2025-04-27,Credit Card,2090.33,INR
PAY007713,ORD002220,1987/09/30,Net Banking,2874.6,GBP
PAY007714,ORD004385,2022-09-02,Net Banking,1654.95,EUR
PAY007715,ORD003711,2024-06-26,Wallet,4376.29,EUR
PAY007716,ORD004769,2024-02-28,UPI,1403.65,GBP
PAY007717,ORD003125,2024-01-08,UPI,1547.04,INR
PAY007718,ORD000111,1989/01/12,Credit Card,2345.31,USD
PAY007719,ORD002556,2023-07-28,Debit Card,4095.82,USD
PAY007720,ORD000379,2023-05-16,Debit Card,16.17,USD
PAY007721,ORD001235,2024-03-29,UPI,336.13,EUR
PAY007722,ORD004474,2025-08-19,Net Banking,4904.22,GBP
PAY007723,ORD001184,1992/02/26,Wallet,,USD
PAY007724,ORD000549,2025-03-20,Wallet,1422.41,USD
PAY007725,ORD000981,2023-11-20,Debit Card,4734.06,EUR
PAY007726,ORD000783,2025-07-19,UPI,715.34,EUR
PAY007727,ORD004788,2024-08-20,Debit Card,4397.46,GBP
PAY007728,ORD001262,2023-08-30,Credit Card,2091.13,GBP
PAY007729,ORD001692,2023-01-29,Debit Card,1080.57,USD
PAY007730,ORD004235,2023-08-23,Wallet,4225.04,INR
PAY007731,ORD001875,2023-03-02,UPI,2728.48,USD
PAY007732,ORD001192,2022-09-03,Net Banking,4536.5,EUR
PAY007733,ORD001615,2025-06-01,Wallet,1740.25,USD
PAY007734,ORD000368,2025-03-18,Credit Card,2528.55,GBP
PAY007735,ORD001664,2024-03-12,Net Banking,1359.97,GBP
PAY007736,ORD001661,2024-10-18,Credit Card,2897.93,USD
PAY007737,ORD001714,2023-09-14,UPI,507.03,GBP
PAY007738,ORD000132,2023-01-31,Net Banking,2707.78,EUR
PAY007739,ORD001942,2023-12-05,Net Banking,4332.98,EUR
PAY007740,ORD003105,2024-01-29,Wallet,4653.55,EUR
PAY007741,ORD002585,2024-06-27,UPI,4895.63,USD
PAY007742,ORD001095,2024-12-24,Net Banking,3132.04,GBP
PAY007743,ORD001986,2022-11-12,Credit Card,1252.42,GBP
PAY007744,ORD003907,2025-08-04,Debit Card,264.1,USD
PAY007745,ORD000020,2025-06-22,Net Banking,,GBP
PAY007746,ORD001140,2025-06-10,Net Banking,2817.54,USD
PAY007747,ORD003880,2024-05-27,Net Banking,4366.27,GBP
PAY007748,ORD003298,2023-11-06,Wallet,357.18,USD
PAY007749,ORD002203,2022-09-29,Net Banking,,GBP
PAY007750,ORD000301,2023-06-02,Net Banking,3559.01,INR
PAY007751,ORD004633,2025-08-18,Net Banking,4696.08,EUR
PAY007752,ORD002625,2024-01-16,Net Banking,3268.41,USD
PAY007753,ORD001421,2023-08-18,Credit Card,792.42,EUR
PAY007754,ORD001448,2023-08-30,UPI,2922.83,GBP
PAY007755,ORD002857,2024-08-29,Wallet,1987.68,INR
PAY007756,ORD000224,2025-08-24,UPI,1455.46,EUR
PAY007757,ORD004400,2003/07/04,Net Banking,1916.98,EUR
PAY007758,ORD004896,2025-07-06,Credit Card,4130.53,GBP
PAY007759,ORD003648,2022-09-09,Debit Card,2916.34,INR
PAY007760,ORD004645,2023-11-19,Credit Card,3526.83,GBP
PAY007761,ORD000690,2023-08-11,UPI,4983.84,USD
PAY007762,ORD002369,2023-02-21,Debit Card,4419.18,EUR
